target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,loss,adaptive_defended_calibration,0.5744,0.57,0.07,0.12,-0.40912988781929016,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,confidence,adaptive_defended_calibration,0.5744,0.57,0.07,0.12,0.6642561852931976,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,maximum_probability,adaptive_defended_calibration,0.4865,0.495,0.05,0.07,-0.9287410080432892,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,entropy,adaptive_defended_calibration,0.4865,0.495,0.05,0.07,0.2568816542625427,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,margin,adaptive_defended_calibration,0.4865,0.495,0.05,0.07,-0.8574820160865784,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,correctness,adaptive_defended_calibration,0.53,0.53,0.0,0.0,0.5,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5135,0.475,0.07,0.12,0.9,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5744,0.5549999999999999,0.07,0.12,-0.5,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.5643,0.555,0.05,0.07,0.5467183756487298,
PETS_CREDIT_high_eff_su2_r5_d6_b05__none,pets_b05,eff_su2_r5_d6,high,none,dynanoise,loss,adaptive_defended_calibration,0.5834,0.545,0.03,0.1,-0.7285997867584229,as_defined
