experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,batch_size,epochs,extra_feats,learning_rate,weight_decay,seed,model_seed,init_seed,data_seed,split_seed,block_id,vector_train,vector_valid,vector_test,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60264,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r1_ds60264,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_FASHION_z_r1,200,200,36,27a3e4284f1e01a778fabf19aabf80b06b08197f1f6dea80cd65987039ce271d,c781dab63d64b86b2ed0fbc26b5fa5b1f8bf20dcd4825d9e96977eb6db5de7ab,0.10603544116020203,0.10562309622764587,0.10331352800130844,0.2334030717611313,0.06282646954059601,0.17057660222053528,-0.0018972232937812805,0.46636098623275757,63.03001022338867,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
